Symbol,Name
APG,APi Group Corporation Common Stock
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares
APH,Amphenol Corporation Common Stock
API,Agora Inc. American Depositary Shares
APLE,Apple Hospitality REIT Inc. Common Shares
APLS,Apellis Pharmaceuticals Inc. Common Stock
APLT,Applied Therapeutics Inc. Common Stock
APM,Aptorum Group Limited Class A Ordinary Shares
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants
APO,Apollo Global Management Inc. (New) Common Stock
APOG,Apogee Enterprises Inc. Common Stock
APP,Applovin Corporation Class A Common Stock
APPF,AppFolio Inc. Class A Common Stock
APPH,AppHarvest Inc. Common Stock
APPHW,AppHarvest Inc. Warrants
APPN,Appian Corporation Class A Common Stock
APPS,Digital Turbine Inc. Common Stock
APR,Apria Inc. Common Stock
APRE,Aprea Therapeutics Inc. Common stock
APRN,Blue Apron Holdings Inc. Class A Common Stock
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares
APT,Alpha Pro Tech Ltd. Common Stock
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares
APTMU,Alpha Partners Technology Merger Corp. Unit
APTO,Aptose Biosciences Inc. Common Shares
APTS,Preferred Apartment Communities Inc. Common Stock
APTV,Aptiv PLC Ordinary Shares
APTV^A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares
APTX,Aptinyx Inc. Common Stock
APVO,Aptevo Therapeutics Inc. Common Stock
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda)
APYX,Apyx Medical Corporation Common Stock
AQB,AquaBounty Technologies Inc. Common Stock
AQMS,Aqua Metals Inc. Common Stock
AQN,Algonquin Power & Utilities Corp. Common Shares
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079
AQNU,Algonquin Power & Utilities Corp. Corporate Units
AQST,Aquestive Therapeutics Inc. Common Stock
AQUA,Evoqua Water Technologies Corp. Common Stock
AR,Antero Resources Corporation Common Stock
ARAV,Aravive Inc. Common Stock
ARAY,Accuray Incorporated Common Stock
ARBE,Arbe Robotics Ltd. Ordinary Shares
ARBEW,Arbe Robotics Ltd. Warrant
ARBG,Aequi Acquisition Corp. Class A Common Stock
ARBGW,Aequi Acquisition Corp. warrants
ARBK,Argo Blockchain plc American Depositary Shares
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026
ARC,ARC Document Solutions Inc. Common Stock
ARCB,ArcBest Corporation Common Stock
ARCC,Ares Capital Corporation Common Stock
ARCE,Arco Platform Limited Class A Common Shares
ARCH,Arch Resources Inc. Class A Common Stock
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock
ARCKU,Arbor Rapha Capital Bioholdings Corp. I Units
ARCKW,Arbor Rapha Capital Bioholdings Corp. I Warrants
ARCO,Arcos Dorados Holdings Inc. Class A Shares
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares
ARDS,Aridis Pharmaceuticals Inc. Common Stock
ARDX,Ardelyx Inc. Common Stock
ARE,Alexandria Real Estate Equities Inc. Common Stock
AREB,American Rebel Holdings Inc. Common Stock
AREBW,American Rebel Holdings Inc. Warrants
AREC,American Resources Corporation Class A Common Stock
AREN,The Arena Group Holdings Inc. Common Stock
ARES,Ares Management Corporation Class A Common Stock
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042
ARGO,Argo Group International Holdings Ltd.
ARGO^A,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A
ARGU,Argus Capital Corp. Class A Common Stock
ARGUU,Argus Capital Corp. Unit
ARGUW,Argus Capital Corp. Warrant
ARGX,argenx SE American Depositary Shares
ARHS,Arhaus Inc. Class A Common Stock
ARI,Apollo Commercial Real Estate Finance Inc
ARIS,Aris Water Solutions Inc. Class A Common Stock
ARIZ,Arisz Acquisition Corp. Common Stock
ARIZR,Arisz Acquisition Corp. Right
ARIZU,Arisz Acquisition Corp. Unit
ARIZW,Arisz Acquisition Corp. Warrant
ARKO,ARKO Corp. Common Stock
ARKOW,ARKO Corp. Warrant
ARKR,Ark Restaurants Corp. Common Stock
ARL,American Realty Investors Inc. Common Stock
ARLO,Arlo Technologies Inc. Common Stock
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests
ARMK,Aramark Common Stock
ARMP,Armata Pharmaceuticals Inc. Common Stock
ARNA,Arena Pharmaceuticals Inc. Common Stock
ARNC,Arconic Corporation Common Stock 
AROC,Archrock Inc. Common Stock
AROW,Arrow Financial Corporation Common Stock
ARQQ,Arqit Quantum Inc. Ordinary Shares
ARQQW,Arqit Quantum Inc. Warrants
ARQT,Arcutis Biotherapeutics Inc. Common Stock
ARR,ARMOUR Residential REIT Inc.
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)
ARRW,Arrowroot Acquisition Corp. Class A common stock
ARRWW,Arrowroot Acquisition Corp. Warrant
ARRY,Array Technologies Inc. Common Stock
ARTA,Artisan Acquisition Corp. Class A Ordinary Shares 
ARTAU,Artisan Acquisition Corp. Units
ARTAW,Artisan Acquisition Corp. Warrants
ARTE,Artemis Strategic Investment Corporation Class A Common Stock
ARTEW,Artemis Strategic Investment Corporation Warrant
ARTL,Artelo Biosciences Inc. Common Stock
ARTLW,Artelo Biosciences Inc. Warrant
ARTNA,Artesian Resources Corporation Class A Common Stock
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock
ARVL,Arrival Ordinary Shares
ARVN,Arvinas Inc. Common Stock
ARW,Arrow Electronics Inc. Common Stock
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares
ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares
ASA,ASA  Gold and Precious Metals Limited
ASAI,Sendas Distribuidora S A ADS
ASAN,Asana Inc. Class A Common Stock
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock
ASAX,Astrea Acquisition Corp. Class A Common Stock
ASAXU,Astrea Acquisition Corp. Unit
ASAXW,Astrea Acquisition Corp. Warrant
ASB,Associated Banc-Corp Common Stock
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F
ASC,Ardmore Shipping Corporation Common Stock
ASCAU,A SPAC I Acquisition Corp. Unit
ASG,Liberty All-Star Growth Fund Inc.
ASGI,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest
ASGN,ASGN Incorporated Common Stock
ASH,Ashland Global Holdings Inc. Common Stock
ASIX,AdvanSix Inc. Common Stock 
ASLE,AerSale Corporation Common Stock
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada)
ASMB,Assembly Biosciences Inc. Common Stock
ASML,ASML Holding N.V. New York Registry Shares
ASND,Ascendis Pharma A/S American Depositary Shares
ASO,Academy Sports and Outdoors Inc. Common Stock
ASPA,ABRI SPAC I INC. Common Stock
ASPAW,ABRI SPAC I INC. Warrant
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share
ASPCU,Alpha Capital Acquisition Company Unit
ASPCW,Alpha Capital Acquisition Company Warrant
ASPN,Aspen Aerogels Inc. Common Stock
ASPS,Altisource Portfolio Solutions S.A. Common Stock
ASPU,Aspen Group Inc. Common Stock
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock
ASRT,Assertio Holdings Inc. Common Stock
ASRV,AmeriServ Financial Inc. Common Stock
ASTC,Astrotech Corporation (DE) Common Stock
ASTE,Astec Industries Inc. Common Stock
ASTL,Algoma Steel Group Inc. Common Shares
ASTLW,Algoma Steel Group Inc. Warrant
ASTR,Astra Space Inc. Class A Common Stock 
ASTS,AST SpaceMobile Inc. Class A Common Stock
ASTSW,AST SpaceMobile Inc. Warrant
ASUR,Asure Software Inc Common Stock
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) 
ASXC,Asensus Surgical Inc. Common Stock
ASYS,Amtech Systems Inc. Common Stock
ASZ,Austerlitz Acquisition Corporation II Class A Ordinary Shares
ATA,Americas Technology Acquisition Corp. Ordinary Shares
ATAI,ATAI Life Sciences N.V. Common Shares
ATAKU,Aurora Technology Acquisition Corp. Unit
ATAQ,Altimar Acquisition Corp. III Class A Ordinary Shares
ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests
ATC,Atotech Limited Common Shares
ATCO,Atlas Corp. Common Shares
ATCO^D,Atlas Corp. 7.95% Series D
ATCO^H,Atlas Corp. 7.875% Series H
ATCO^I,Atlas Corp. Series I Fixed-to-Floating 
ATCOL,Atlas Corp. 7.125% Notes due 2027
ATCX,Atlas Technical Consultants Inc. Class A Common Stock
ATEC,Alphatec Holdings Inc. Common Stock
ATEK,Athena Technology Acquisition Corp. II Class A Common Stock
ATEN,A10 Networks Inc. Common Stock
ATER,Aterian Inc. Common Stock
ATEX,Anterix Inc. Common Stock
ATGE,Adtalem Global Education Inc. Common Stock
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D
ATHA,Athira Pharma Inc. Common Stock
ATHE,Alterity Therapeutics Limited American Depositary Shares
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.
ATHX,Athersys Inc. Common Stock
ATI,Allegheny Technologies Incorporated Common Stock
ATIF,ATIF Holdings Limited Ordinary Shares
ATIP,ATI Physical Therapy Inc. Class A Common Stock
ATKR,Atkore Inc. Common Stock
ATLC,Atlanticus Holdings Corporation Common Stock
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share
ATLO,Ames National Corporation Common Stock
ATNF,180 Life Sciences Corp. Common Stock
ATNFW,180 Life Sciences Corp. Warrant
ATNI,ATN International Inc. Common Stock
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock
ATNX,Athenex Inc. Common Stock
ATO,Atmos Energy Corporation Common Stock
ATOM,Atomera Incorporated Common Stock
ATOS,Atossa Therapeutics Inc. Common Stock
ATR,AptarGroup Inc. Common Stock
ATRA,Atara Biotherapeutics Inc. Common Stock
ATRC,AtriCure Inc. Common Stock
ATRI,Atrion Corporation Common Stock
ATRO,Astronics Corporation Common Stock
ATRS,Antares Pharma Inc. Common Stock
ATSG,Air Transport Services Group Inc
ATSPT,Archimedes Tech SPAC Partners Co. Subunit
ATSPW,Archimedes Tech SPAC Partners Co. Warrant
ATTO,Atento S.A. Ordinary Shares
ATUS,Altice USA Inc. Class A Common Stock
ATVC,Tribe Capital Growth Corp I Class A common stock
ATVCU,Tribe Capital Growth Corp I Units
ATVI,Activision Blizzard Inc. Common Stock
ATXI,Avenue Therapeutics Inc. Common Stock
ATXS,Astria Therapeutics Inc. Common Stock
ATY,AcuityAds Holdings Inc. Common Shares
AU,AngloGold Ashanti Limited Common Stock
AUB,Atlantic Union Bankshares Corporation Common Stock
AUBAP,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A
AUBN,Auburn National Bancorporation Inc. Common Stock
AUD,Audacy Common Stock
AUDC,AudioCodes Ltd. Common Stock
AUGX,Augmedix Inc. Common Stock
AUID,Ipsidy Inc. Common Stock
AUMN,Golden Minerals Company Common Stock
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares
AUR,Aurora Innovation Inc. Class A Common Stock
AURA,Aura Biosciences Inc. Common Stock
AURC,Aurora Acquisition Corp. Class A Ordinary Shares
AUROW,Aurora Innovation Inc. Warrant
AUS,Austerlitz Acquisition Corporation I Class A Ordinary Shares
AUTL,Autolus Therapeutics plc American Depositary Share
AUTO,AutoWeb Inc. Common Stock
AUUD,Auddia Inc. Common Stock
AUUDW,Auddia Inc. Warrants
AUVI,Applied UV Inc. Common Stock
AUVIP,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share
AUY,Yamana Gold Inc. Ordinary Shares (Canada)
AVA,Avista Corporation Common Stock
AVAC,Avalon Acquisition Inc. Class A Common Stock
AVACW,Avalon Acquisition Inc. Warrant
AVAH,Aveanna Healthcare Holdings Inc. Common Stock
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares)
AVAN,Avanti Acquisition Corp. Class A Ordinary Shares
AVAV,AeroVironment Inc. Common Stock
AVB,AvalonBay Communities Inc. Common Stock
AVCO,Avalon GloboCare Corp. Common Stock
AVCT,American Virtual Cloud Technologies Inc. Common Stock 
AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value)
AVDL,Avadel Pharmaceuticals plc American Depositary Shares
AVDX,AvidXchange Holdings Inc. Common Stock
AVEO,AVEO Pharmaceuticals Inc. Common Stock
AVGO,Broadcom Inc. Common Stock
AVGOP,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A
AVGR,Avinger Inc. Common Stock
AVHI,Achari Ventures Holdings Corp. I Common Stock
AVHIW,Achari Ventures Holdings Corp. I Warrant
AVID,Avid Technology Inc. Common Stock
AVIR,Atea Pharmaceuticals Inc. Common Stock
AVK,Advent Convertible and Income Fund
AVLR,Avalara Inc. Common Stock
AVNS,Avanos Medical Inc. Common Stock
AVNT,Avient Corporation Common Stock
AVNW,Aviat Networks Inc. Common Stock
AVO,Mission Produce Inc. Common Stock
AVPT,AvePoint Inc. Class A Common Stock
AVPTW,AvePoint Inc. Warrant
AVRO,AVROBIO Inc. Common Stock
AVT,Avnet Inc. Common Stock
AVTE,Aerovate Therapeutics Inc. Common Stock
AVTR,Avantor Inc. Common Stock
AVTR^A,Avantor Inc. Series A Mandatory Convertible Preferred Stock
AVTX,Avalo Therapeutics Inc. Common Stock
AVXL,Anavex Life Sciences Corp. Common Stock
AVY,Avery Dennison Corporation Common Stock
AVYA,Avaya Holdings Corp. Common Stock
AWF,Alliancebernstein Global High Income Fund
AWH,Aspira Women's Health Inc. Common Stock
AWI,Armstrong World Industries Inc Common Stock
AWK,American Water Works Company Inc. Common Stock
AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest
AWR,American States Water Company Common Stock
AWRE,Aware Inc. Common Stock
AWX,Avalon Holdings Corporation Common Stock
AX,Axos Financial Inc. Common Stock
AXDX,Accelerate Diagnostics Inc. Common Stock
AXGN,Axogen Inc. Common Stock
AXH,Industrial Human Capital Inc. Common Stock
AXL,American Axle & Manufacturing Holdings Inc. Common Stock
AXLA,Axcella Health Inc. Common Stock
AXNX,Axonics Inc. Common Stock
AXON,Axon Enterprise Inc. Common Stock
AXP,American Express Company Common Stock
AXR,AMREP Corporation Common Stock
AXS,Axis Capital Holdings Limited Common Stock
AXS^E,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares
AXSM,Axsome Therapeutics Inc. Common Stock
AXTA,Axalta Coating Systems Ltd. Common Shares
AXTI,AXT Inc Common Stock
AXU,Alexco Resource Corp Common Shares (Canada)
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares
AYI,Acuity Brands Inc. 
AYLA,Ayala Pharmaceuticals Inc. Common Stock
AYRO,AYRO Inc. Common Stock
AYTU,Aytu BioPharma Inc.  Common Stock
AYX,Alteryx Inc. Class A Common Stock
AZ,A2Z Smart Technologies Corp. Common Shares
AZEK,The AZEK Company Inc. Class A Common Stock
AZN,AstraZeneca PLC American Depositary Shares
AZO,AutoZone Inc. Common Stock
AZPN,Aspen Technology Inc. Common Stock
AZRE,Azure Power Global Limited Equity Shares
AZTA,Azenta Inc.
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares)
AZYO,Aziyo Biologics Inc. Class A Common Stock
AZZ,AZZ Inc.
B,Barnes Group Inc. Common Stock
BA,Boeing Company (The) Common Stock
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share
BAC,Bank of America Corporation Common Stock
BAC^B,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG
BAC^E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E
BAC^K,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH
BAC^L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L
BAC^M,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK
BAC^N,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL
BAC^O,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN
BAC^P,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP
BAC^Q,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.250% Non-Cumulative Preferred Stock Series QQ
BAC^S,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.750% Non-Cumulative Preferred Stock Series SS
BACA,Berenson Acquisition Corp. I Class A Common Stock
BAFN,BayFirst Financial Corp. Common Stock
BAH,Booz Allen Hamilton Holding Corporation Common Stock
BAK,Braskem SA ADR
BALY,Bally's Corporation Common Stock
BAM,Brookfield Asset Management Inc. Common Stock
BAMH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080
BAMI,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes
BAMR,Brookfield Asset Management Reinsurance Partners Ltd. Class A Exchangeable Limited Voting Shares
BANC,Banc of California Inc. Common Stock
BANC^E,Banc of California Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.000% Non-Cumulative Perpetual Preferred Stock Series E
